,drug_a_name,drug_b_name,cell_line,synergy,fold
626,AZD1775,BEZ-235,A2780,19.5249911398,4
627,AZD1775,MK-2206,A2780,21.0815985773,4
628,AZD1775,MK-8669,A2780,26.155764677,4
629,AZD1775,PD325901,A2780,28.3069989632,4
630,BEZ-235,DINACICLIB,A2780,12.1724165756,0
631,BEZ-235,SORAFENIB,A2780,1.7761949058,1
632,BEZ-235,MK-8776,A2780,29.5421713233,2
634,BEZ-235,SN-38,A2780,15.2145583638,4
635,BORTEZOMIB,DINACICLIB,A2780,-27.6346816196,1
636,BORTEZOMIB,MK-8669,A2780,4.7905989467,1
637,BORTEZOMIB,SORAFENIB,A2780,-9.6181583365,1
638,BORTEZOMIB,ABT-888,A2780,-7.7976823039,2
639,BORTEZOMIB,BEZ-235,A2780,4.1110283735,2
640,BORTEZOMIB,DASATINIB,A2780,27.3530278789,2
642,BORTEZOMIB,SN-38,A2780,-22.7412535904,2
643,BORTEZOMIB,MK-8776,A2780,-12.2261795278,3
644,BORTEZOMIB,TOPOTECAN,A2780,-2.5878997349,3
645,BORTEZOMIB,GELDANAMYCIN,A2780,-17.0247671267,4
666,CYCLOPHOSPHAMIDE,ABT-888,A2780,10.5437183305,0
667,CYCLOPHOSPHAMIDE,AZD1775,A2780,2.6695707412,0
668,CYCLOPHOSPHAMIDE,BORTEZOMIB,A2780,-11.2673537498,0
669,CYCLOPHOSPHAMIDE,ERLOTINIB,A2780,-0.0099722188,0
670,CYCLOPHOSPHAMIDE,GELDANAMYCIN,A2780,-9.9655370922,0
671,CYCLOPHOSPHAMIDE,PD325901,A2780,-8.1382719461,0
672,CYCLOPHOSPHAMIDE,BEZ-235,A2780,17.874891482,1
673,CYCLOPHOSPHAMIDE,DASATINIB,A2780,23.2582574239,1
674,CYCLOPHOSPHAMIDE,DINACICLIB,A2780,-3.2474796405,1
675,CYCLOPHOSPHAMIDE,SORAFENIB,A2780,0.8326325189,1
676,CYCLOPHOSPHAMIDE,MK-8669,A2780,4.4052737869,2
677,CYCLOPHOSPHAMIDE,SUNITINIB,A2780,3.454983961,2
678,CYCLOPHOSPHAMIDE,L778123,A2780,7.0473856191,3
679,CYCLOPHOSPHAMIDE,MK-4827,A2780,2.1615736202,3
680,CYCLOPHOSPHAMIDE,MK-5108,A2780,-3.0135282548,3
682,CYCLOPHOSPHAMIDE,ZOLINZA,A2780,5.4350505082,3
683,CYCLOPHOSPHAMIDE,LAPATINIB,A2780,-2.5986526115,4
684,CYCLOPHOSPHAMIDE,MK-2206,A2780,3.8639720445,4
685,CYCLOPHOSPHAMIDE,MK-8776,A2780,1.3825538015,4
686,DASATINIB,ABT-888,A2780,40.2848103218,0
687,DASATINIB,MK-8776,A2780,69.6948466231,1
689,DASATINIB,TOPOTECAN,A2780,33.4467775684,1
690,DASATINIB,DINACICLIB,A2780,29.1960155025,2
691,DASATINIB,SORAFENIB,A2780,26.1821574384,3
692,DASATINIB,BEZ-235,A2780,70.1807905647,4
693,DASATINIB,GELDANAMYCIN,A2780,36.0692211875,4
694,DASATINIB,MK-8669,A2780,98.6765752458,4
695,DASATINIB,SN-38,A2780,74.3626091155,4
696,DEXAMETHASONE,MK-5108,A2780,-4.8736517809,0
698,DEXAMETHASONE,GELDANAMYCIN,A2780,-5.6724060192,1
699,DEXAMETHASONE,MK-8669,A2780,1.4347937594,1
700,DEXAMETHASONE,ABT-888,A2780,5.3274187132,2
701,DEXAMETHASONE,BEZ-235,A2780,25.3482055257,2
702,DEXAMETHASONE,MK-4827,A2780,4.6541425721,2
703,DEXAMETHASONE,BORTEZOMIB,A2780,-13.5476307966,3
704,DEXAMETHASONE,DINACICLIB,A2780,-4.4908593631,3
705,DEXAMETHASONE,L778123,A2780,5.3456808814,3
706,DEXAMETHASONE,ZOLINZA,A2780,5.6599348021,3
707,DEXAMETHASONE,AZD1775,A2780,2.1655321786,4
708,DEXAMETHASONE,DASATINIB,A2780,19.8197660146,4
709,DEXAMETHASONE,ERLOTINIB,A2780,-4.1001591342,4
710,DEXAMETHASONE,LAPATINIB,A2780,0.3675227374,4
711,DEXAMETHASONE,MK-2206,A2780,0.2785647039,4
712,DEXAMETHASONE,MK-8776,A2780,-2.8689933453,4
713,DEXAMETHASONE,PD325901,A2780,0.6560569364,4
714,DEXAMETHASONE,SORAFENIB,A2780,-0.5703148005,4
715,DEXAMETHASONE,SUNITINIB,A2780,0.654091661,4
716,DINACICLIB,MK-8776,A2780,4.0819531972,1
717,DOXORUBICIN,DINACICLIB,A2780,-4.6389843893,0
718,DOXORUBICIN,GELDANAMYCIN,A2780,2.6976574344,0
719,DOXORUBICIN,L778123,A2780,0.5067832205,0
720,DOXORUBICIN,LAPATINIB,A2780,9.1977863161,0
721,DOXORUBICIN,ZOLINZA,A2780,1.0447966419,0
722,DOXORUBICIN,ERLOTINIB,A2780,9.169322298,1
723,DOXORUBICIN,MK-2206,A2780,9.4245260885,1
724,DOXORUBICIN,PD325901,A2780,18.3516099353,1
725,DOXORUBICIN,SORAFENIB,A2780,-3.553426077,1
726,DOXORUBICIN,ABT-888,A2780,10.1058539662,2
728,DOXORUBICIN,AZD1775,A2780,6.1788263811,3
729,DOXORUBICIN,MK-4827,A2780,-0.5255393078,3
730,DOXORUBICIN,MK-5108,A2780,-0.700420475,3
731,DOXORUBICIN,MK-8669,A2780,12.4297666987,3
732,DOXORUBICIN,BEZ-235,A2780,7.7409836958,4
733,DOXORUBICIN,BORTEZOMIB,A2780,-2.7261551849,4
734,DOXORUBICIN,DASATINIB,A2780,31.3986997359,4
735,DOXORUBICIN,MK-8776,A2780,8.1535570796,4
736,DOXORUBICIN,SUNITINIB,A2780,-2.4623255149,4
737,ERLOTINIB,BEZ-235,A2780,32.9904112971,0
738,ERLOTINIB,BORTEZOMIB,A2780,-23.0860832063,0
739,ERLOTINIB,DINACICLIB,A2780,2.4415465889,0
741,ERLOTINIB,SORAFENIB,A2780,2.9782398159,1
742,ERLOTINIB,MK-8776,A2780,29.2128126164,2
743,ERLOTINIB,PD325901,A2780,26.3912863892,2
744,ERLOTINIB,SN-38,A2780,36.9545920118,2
745,ERLOTINIB,DASATINIB,A2780,55.7433202033,3
746,ERLOTINIB,TOPOTECAN,A2780,24.9731968812,3
747,ERLOTINIB,ABT-888,A2780,7.6721183735,4
748,ERLOTINIB,GELDANAMYCIN,A2780,-0.6061039691,4
749,ERLOTINIB,MK-8669,A2780,36.2398734353,4
750,ETOPOSIDE,GELDANAMYCIN,A2780,14.7883329283,0
751,ETOPOSIDE,MK-8669,A2780,22.6539226509,0
752,ETOPOSIDE,BORTEZOMIB,A2780,-1.471039843,1
753,ETOPOSIDE,DINACICLIB,A2780,1.7100047662,1
754,ETOPOSIDE,SORAFENIB,A2780,3.8151089896,1
756,ETOPOSIDE,BEZ-235,A2780,10.2023547702,2
757,ETOPOSIDE,ERLOTINIB,A2780,19.6172069755,2
758,ETOPOSIDE,MK-2206,A2780,25.0945586642,2
759,ETOPOSIDE,MK-4827,A2780,8.8820280866,2
760,ETOPOSIDE,MK-8776,A2780,21.345485081,2
761,ETOPOSIDE,ZOLINZA,A2780,10.0148295462,2
762,ETOPOSIDE,ABT-888,A2780,14.6826760537,3
763,ETOPOSIDE,AZD1775,A2780,12.3771765477,3
764,ETOPOSIDE,SUNITINIB,A2780,6.1509455764,3
765,ETOPOSIDE,DASATINIB,A2780,66.5669522305,4
766,ETOPOSIDE,LAPATINIB,A2780,27.2908839852,4
767,ETOPOSIDE,MK-5108,A2780,10.1986437665,4
768,ETOPOSIDE,PD325901,A2780,36.8438880902,4
769,GELDANAMYCIN,SN-38,A2780,5.3062310561,1
770,GELDANAMYCIN,BEZ-235,A2780,14.8665878928,2
771,GELDANAMYCIN,DINACICLIB,A2780,-17.9781711094,2
773,GELDANAMYCIN,SORAFENIB,A2780,-8.9275350935,2
774,GELDANAMYCIN,TOPOTECAN,A2780,-1.7001876743,3
775,GELDANAMYCIN,MK-8776,A2780,9.2152735567,4
776,GEMCITABINE,ABT-888,A2780,-1.1584324139,0
777,GEMCITABINE,BEZ-235,A2780,-0.9924450914,0
778,GEMCITABINE,GELDANAMYCIN,A2780,-7.357334704,0
779,GEMCITABINE,LAPATINIB,A2780,2.1139801119,0
780,GEMCITABINE,ERLOTINIB,A2780,1.3836583704,1
781,GEMCITABINE,MK-2206,A2780,9.6846977179,1
782,GEMCITABINE,PD325901,A2780,10.6155303586,1
783,GEMCITABINE,SORAFENIB,A2780,-4.1220402983,1
784,GEMCITABINE,DASATINIB,A2780,18.2289710611,2
785,GEMCITABINE,MK-8669,A2780,7.4771580697,2
786,GEMCITABINE,MK-8776,A2780,20.5876849804,2
787,GEMCITABINE,SUNITINIB,A2780,-0.2495627045,2
789,GEMCITABINE,AZD1775,A2780,8.2256317484,3
790,GEMCITABINE,DINACICLIB,A2780,-3.7419614169,3
791,GEMCITABINE,MK-4827,A2780,-1.0020335767,3
792,GEMCITABINE,BORTEZOMIB,A2780,-6.0569075734,4
793,GEMCITABINE,MK-5108,A2780,-0.7504039165,4
794,L778123,BEZ-235,A2780,17.3161250912,0
795,L778123,ERLOTINIB,A2780,15.5253492274,0
796,L778123,GELDANAMYCIN,A2780,16.5648008155,0
797,L778123,MK-2206,A2780,35.5252940176,0
798,L778123,MK-5108,A2780,17.9761650697,0
800,L778123,TOPOTECAN,A2780,3.1658942339,0
801,L778123,ABT-888,A2780,10.3014301782,1
802,L778123,PD325901,A2780,32.4909284667,1
803,L778123,ZOLINZA,A2780,8.1402114565,1
804,L778123,BORTEZOMIB,A2780,-8.2538683317,2
805,L778123,ETOPOSIDE,A2780,7.9909636178,2
806,L778123,MK-8776,A2780,20.9806466649,2
808,L778123,SN-38,A2780,7.5110452929,2
809,L778123,SUNITINIB,A2780,9.6143750717,2
810,L778123,DASATINIB,A2780,57.5360264924,3
811,L778123,DINACICLIB,A2780,3.7315040386,3
812,L778123,LAPATINIB,A2780,15.9325779378,3
813,L778123,MK-4827,A2780,7.2979046353,3
814,L778123,MK-8669,A2780,38.8826061622,3
815,L778123,VINORELBINE,A2780,2.4579787269,3
816,L778123,AZD1775,A2780,17.0960335754,4
817,L778123,GEMCITABINE,A2780,-0.1359721125,4
818,L778123,SORAFENIB,A2780,3.032832745,4
819,LAPATINIB,BORTEZOMIB,A2780,-12.1342103327,0
820,LAPATINIB,MK-8776,A2780,12.3431242819,0
822,LAPATINIB,DASATINIB,A2780,71.4014339255,1
823,LAPATINIB,PD325901,A2780,26.5976499084,1
824,LAPATINIB,TOPOTECAN,A2780,10.491158925,1
825,LAPATINIB,ABT-888,A2780,10.6131484107,2
826,LAPATINIB,MK-2206,A2780,24.290323553,2
827,LAPATINIB,MK-8669,A2780,26.2128642643,2
828,LAPATINIB,DINACICLIB,A2780,2.4540831526,3
829,LAPATINIB,ERLOTINIB,A2780,-0.3470643844,3
830,LAPATINIB,GELDANAMYCIN,A2780,-3.9124350354,3
831,LAPATINIB,MK-4827,A2780,14.4488038036,3
832,LAPATINIB,SN-38,A2780,42.9092964636,3
833,LAPATINIB,SORAFENIB,A2780,5.6489657858,3
834,LAPATINIB,BEZ-235,A2780,33.6539189411,4
835,LAPATINIB,MK-5108,A2780,6.94771693,4
836,METFORMIN,DASATINIB,A2780,26.0189597722,0
837,METFORMIN,ERLOTINIB,A2780,0.6979008306,0
838,METFORMIN,L778123,A2780,4.4586331939,0
839,METFORMIN,MK-8669,A2780,7.903683746,0
840,METFORMIN,MK-8776,A2780,0.1876831692,0
841,METFORMIN,AZD1775,A2780,9.360688035,1
842,METFORMIN,PD325901,A2780,-5.0929448112,1
843,METFORMIN,SUNITINIB,A2780,8.8809455126,1
844,METFORMIN,ABT-888,A2780,-0.3835166424,2
845,METFORMIN,MK-4827,A2780,9.1100768991,2
846,METFORMIN,MK-5108,A2780,6.2457504415,2
847,METFORMIN,BEZ-235,A2780,19.9166247838,3
848,METFORMIN,GELDANAMYCIN,A2780,-11.4848615309,3
849,METFORMIN,LAPATINIB,A2780,-2.174460877,3
850,METFORMIN,SORAFENIB,A2780,5.4001438375,3
852,METFORMIN,BORTEZOMIB,A2780,-16.4107172295,4
853,METFORMIN,DINACICLIB,A2780,-1.6825724014,4
854,METFORMIN,MK-2206,A2780,10.3143044915,4
855,METFORMIN,ZOLINZA,A2780,7.4376415196,4
856,METHOTREXATE,AZD1775,A2780,-3.6485199962,0
857,METHOTREXATE,BEZ-235,A2780,-16.8248103875,0
858,METHOTREXATE,DINACICLIB,A2780,-10.3034395172,0
859,METHOTREXATE,GELDANAMYCIN,A2780,-21.0795198217,0
860,METHOTREXATE,LAPATINIB,A2780,-3.6093431955,0
861,METHOTREXATE,MK-4827,A2780,-8.9016772524,0
862,METHOTREXATE,MK-5108,A2780,-8.7398166208,0
863,METHOTREXATE,MK-8669,A2780,-11.2936561649,0
864,METHOTREXATE,SUNITINIB,A2780,-8.9143587434,0
865,METHOTREXATE,ZOLINZA,A2780,-21.1277395648,0
866,METHOTREXATE,MK-2206,A2780,-0.8927995279,1
867,METHOTREXATE,MK-8776,A2780,-1.0263792361,1
868,METHOTREXATE,BORTEZOMIB,A2780,-16.7723677229,2
869,METHOTREXATE,ERLOTINIB,A2780,-3.9360977476,2
870,METHOTREXATE,L778123,A2780,-5.6011418255,2
871,METHOTREXATE,ABT-888,A2780,-4.2193675411,3
872,METHOTREXATE,SORAFENIB,A2780,-5.7472819615,3
874,METHOTREXATE,DASATINIB,A2780,5.8542870378,4
875,METHOTREXATE,PD325901,A2780,-8.9140216237,4
896,MK-2206,TOPOTECAN,A2780,17.1741019429,0
897,MK-2206,ERLOTINIB,A2780,36.0529245744,1
898,MK-2206,SN-38,A2780,17.4696451109,1
899,MK-2206,BEZ-235,A2780,46.2801578087,2
900,MK-2206,MK-8669,A2780,38.2523560817,2
901,MK-2206,GELDANAMYCIN,A2780,41.5748607197,3
902,MK-2206,ABT-888,A2780,41.6671529657,4
903,MK-2206,BORTEZOMIB,A2780,21.5788397329,4
904,MK-2206,DASATINIB,A2780,112.0310330519,4
905,MK-2206,DINACICLIB,A2780,1.6856871822,4
906,MK-2206,MK-8776,A2780,24.7553891958,4
908,MK-2206,PD325901,A2780,81.9982751227,4
909,MK-2206,SORAFENIB,A2780,14.1942513655,4
947,MK-4827,BEZ-235,A2780,10.7132148885,0
948,MK-4827,DINACICLIB,A2780,5.8741739359,0
950,MK-4827,BORTEZOMIB,A2780,-10.3967464015,1
951,MK-4827,MK-2206,A2780,29.6373575261,1
952,MK-4827,MK-8776,A2780,21.6306946436,1
953,MK-4827,DASATINIB,A2780,65.136959989,2
954,MK-4827,MK-8669,A2780,21.7845023474,2
955,MK-4827,SN-38,A2780,31.2360509748,2
956,MK-4827,GELDANAMYCIN,A2780,6.8594869606,3
957,MK-4827,PD325901,A2780,34.5835792665,3
958,MK-4827,SORAFENIB,A2780,2.6381610682,3
959,MK-4827,ABT-888,A2780,-15.066826573,4
960,MK-4827,ERLOTINIB,A2780,4.9261752345,4
961,MK-4827,TOPOTECAN,A2780,8.0625879778,4
962,MK-5108,MK-8776,A2780,11.1279142517,0
963,MK-5108,ABT-888,A2780,7.5622432431,1
964,MK-5108,BEZ-235,A2780,18.9002512068,1
965,MK-5108,DASATINIB,A2780,62.0505312883,1
966,MK-5108,ERLOTINIB,A2780,9.658913392,1
967,MK-5108,GELDANAMYCIN,A2780,3.5530476266,1
968,MK-5108,SN-38,A2780,4.4932002496,1
969,MK-5108,SORAFENIB,A2780,2.6013050432,1
970,MK-5108,BORTEZOMIB,A2780,-12.5047157257,2
971,MK-5108,PD325901,A2780,24.7563364777,2
972,MK-5108,DINACICLIB,A2780,-6.2825239238,3
973,MK-5108,MK-2206,A2780,22.8728817292,3
974,MK-5108,MK-4827,A2780,16.5176260481,3
975,MK-5108,MK-8669,A2780,49.6813561113,3
977,MK-5108,TOPOTECAN,A2780,6.9238815806,3
979,MK-8669,MK-8776,A2780,52.981830745,2
980,MK-8669,TOPOTECAN,A2780,14.2436583405,2
981,MK-8669,BEZ-235,A2780,72.0890746651,3
982,MK-8669,DINACICLIB,A2780,31.9279405803,3
983,MK-8669,SN-38,A2780,14.8438960151,3
984,MK-8669,GELDANAMYCIN,A2780,13.9029014311,4
985,MK-8669,SORAFENIB,A2780,11.53972816,4
1025,PACLITAXEL,ABT-888,A2780,-4.338118873,0
1026,PACLITAXEL,DASATINIB,A2780,56.0619947091,0
1027,PACLITAXEL,L778123,A2780,6.2441076417,0
1028,PACLITAXEL,MK-8776,A2780,-5.4324847108,0
1029,PACLITAXEL,SUNITINIB,A2780,0.1003627662,0
1030,PACLITAXEL,LAPATINIB,A2780,-11.4533480982,1
1031,PACLITAXEL,MK-5108,A2780,18.8940145192,1
1032,PACLITAXEL,GELDANAMYCIN,A2780,-16.7637088207,2
1033,PACLITAXEL,MK-2206,A2780,16.3501611144,2
1034,PACLITAXEL,MK-4827,A2780,-9.2623276136,2
1035,PACLITAXEL,BEZ-235,A2780,-3.8562587194,3
1037,PACLITAXEL,ZOLINZA,A2780,-15.2474727602,3
1038,PACLITAXEL,AZD1775,A2780,-2.4792741979,4
1039,PACLITAXEL,BORTEZOMIB,A2780,-31.7334878872,4
1040,PACLITAXEL,DINACICLIB,A2780,-10.867082202,4
1041,PACLITAXEL,ERLOTINIB,A2780,-8.9484491384,4
1042,PACLITAXEL,MK-8669,A2780,12.4967993403,4
1043,PACLITAXEL,PD325901,A2780,0.5099554009,4
1044,PACLITAXEL,SORAFENIB,A2780,-1.2153737254,4
1045,PD325901,DINACICLIB,A2780,2.7772524509,0
1047,PD325901,SORAFENIB,A2780,19.0948111501,0
1048,PD325901,MK-8669,A2780,54.5425506198,1
1049,PD325901,ABT-888,A2780,14.0680984313,2
1050,PD325901,BEZ-235,A2780,55.255421255,2
1051,PD325901,GELDANAMYCIN,A2780,14.3526515098,2
1052,PD325901,MK-8776,A2780,26.3827078544,2
1053,PD325901,SN-38,A2780,23.840985216,2
1054,PD325901,TOPOTECAN,A2780,20.0694346187,2
1055,PD325901,DASATINIB,A2780,120.2632418474,3
1056,PD325901,BORTEZOMIB,A2780,-3.9406397233,4
1057,SN-38,DINACICLIB,A2780,-9.0465430437,0
1058,SN-38,MK-8776,A2780,10.6426542832,0
1059,SN-38,SORAFENIB,A2780,4.8047665263,2
1060,SORAFENIB,DINACICLIB,A2780,-9.6952982262,1
1061,SORAFENIB,MK-8776,A2780,5.7526214583,4
1062,SUNITINIB,DINACICLIB,A2780,0.9641261343,0
1063,SUNITINIB,MK-5108,A2780,0.6170724314,0
1064,SUNITINIB,BEZ-235,A2780,15.6386769782,1
1065,SUNITINIB,DASATINIB,A2780,40.0437062757,1
1066,SUNITINIB,MK-4827,A2780,-0.9952084947,1
1067,SUNITINIB,SN-38,A2780,4.8501483109,1
1068,SUNITINIB,AZD1775,A2780,-4.0479389841,2
1069,SUNITINIB,ERLOTINIB,A2780,10.1175480411,2
1070,SUNITINIB,MK-2206,A2780,22.4925016962,2
1071,SUNITINIB,MK-8776,A2780,14.4816287143,2
1073,SUNITINIB,TOPOTECAN,A2780,2.1208672705,2
1074,SUNITINIB,GELDANAMYCIN,A2780,2.3693564382,3
1075,SUNITINIB,LAPATINIB,A2780,17.7927207215,3
1077,SUNITINIB,SORAFENIB,A2780,-3.4459529095,3
1078,SUNITINIB,ABT-888,A2780,11.4496011414,4
1079,SUNITINIB,BORTEZOMIB,A2780,-4.0739625581,4
1080,SUNITINIB,MK-8669,A2780,20.3734698072,4
1081,SUNITINIB,PD325901,A2780,26.9754236339,4
1101,TOPOTECAN,BEZ-235,A2780,8.3824556788,1
1102,TOPOTECAN,DINACICLIB,A2780,-0.6644498604,2
1103,TOPOTECAN,SORAFENIB,A2780,2.5265020218,2
1104,TOPOTECAN,MK-8776,A2780,4.6509372059,4
1105,VINBLASTINE,DASATINIB,A2780,39.1853637813,0
1106,VINBLASTINE,DINACICLIB,A2780,-20.2131935832,0
1107,VINBLASTINE,MK-2206,A2780,9.761477126,0
1108,VINBLASTINE,MK-8669,A2780,7.8804152863,0
1109,VINBLASTINE,MK-8776,A2780,-13.2982042778,0
1110,VINBLASTINE,AZD1775,A2780,1.4218371314,1
1111,VINBLASTINE,BORTEZOMIB,A2780,-37.133345431,1
1112,VINBLASTINE,GELDANAMYCIN,A2780,-18.2239915299,1
1113,VINBLASTINE,SORAFENIB,A2780,-1.0058666956,1
1114,VINBLASTINE,ZOLINZA,A2780,-14.140862033,1
1115,VINBLASTINE,BEZ-235,A2780,14.7832356761,2
1116,VINBLASTINE,L778123,A2780,9.8558083951,2
1117,VINBLASTINE,MK-5108,A2780,5.9546117211,2
1118,VINBLASTINE,SUNITINIB,A2780,-3.6963621683,2
1119,VINBLASTINE,ABT-888,A2780,-33.0103927196,3
1120,VINBLASTINE,ERLOTINIB,A2780,9.9266491941,3
1122,VINBLASTINE,LAPATINIB,A2780,-5.0611445386,4
1123,VINBLASTINE,MK-4827,A2780,-11.4013425103,4
1124,VINBLASTINE,PD325901,A2780,10.8678713434,4
1125,VINORELBINE,MK-2206,A2780,0.5301833248,0
1127,VINORELBINE,ERLOTINIB,A2780,-7.818341321,1
1128,VINORELBINE,LAPATINIB,A2780,-9.7529506169,1
1129,VINORELBINE,MK-8776,A2780,-10.7944925494,1
1130,VINORELBINE,PD325901,A2780,4.5097242265,1
1131,VINORELBINE,SORAFENIB,A2780,-7.1508941508,1
1132,VINORELBINE,ZOLINZA,A2780,-27.5234325744,1
1133,VINORELBINE,DASATINIB,A2780,40.0834778775,2
1134,VINORELBINE,DINACICLIB,A2780,-19.1765067032,2
1135,VINORELBINE,GELDANAMYCIN,A2780,-21.0298986869,2
1136,VINORELBINE,SUNITINIB,A2780,-4.0348869912,2
1137,VINORELBINE,ABT-888,A2780,-13.9394913094,3
1138,VINORELBINE,BORTEZOMIB,A2780,-33.0919568334,3
1139,VINORELBINE,MK-5108,A2780,-18.872620326,3
1140,VINORELBINE,MK-8669,A2780,-0.4724994456,3
1141,VINORELBINE,AZD1775,A2780,-7.6934470522,4
1142,VINORELBINE,BEZ-235,A2780,8.0734820106,4
1143,VINORELBINE,MK-4827,A2780,-15.6891038371,4
1144,ZOLINZA,DINACICLIB,A2780,-15.4848686144,0
1145,ZOLINZA,MK-5108,A2780,1.6207274956,0
1146,ZOLINZA,MK-8669,A2780,41.2667415429,0
1147,ZOLINZA,SN-38,A2780,3.5830347852,0
1148,ZOLINZA,SORAFENIB,A2780,-8.5747496978,0
1149,ZOLINZA,BEZ-235,A2780,13.5860324763,1
1150,ZOLINZA,MK-4827,A2780,13.0579871649,1
1151,ZOLINZA,MK-8776,A2780,9.8811956364,1
1152,ZOLINZA,ABT-888,A2780,12.9086906877,2
1153,ZOLINZA,GELDANAMYCIN,A2780,-22.4650882418,2
1154,ZOLINZA,GEMCITABINE,A2780,1.1839397961,2
1155,ZOLINZA,LAPATINIB,A2780,6.3792812128,2
1156,ZOLINZA,PD325901,A2780,3.1811191614,2
1158,ZOLINZA,TOPOTECAN,A2780,0.2455657153,2
1159,ZOLINZA,DASATINIB,A2780,21.5456813941,3
1161,ZOLINZA,SUNITINIB,A2780,-7.6225117578,3
1162,ZOLINZA,AZD1775,A2780,3.19392369,4
1163,ZOLINZA,BORTEZOMIB,A2780,-20.8774681975,4
1164,ZOLINZA,ERLOTINIB,A2780,9.9341689276,4
1165,ZOLINZA,MK-2206,A2780,1.1927940195,4
1166,5-FU,DINACICLIB,A375,-5.4159342011,0
1167,5-FU,MK-8669,A375,12.7627595038,0
1168,5-FU,PD325901,A375,-1.7928723117,0
1170,5-FU,AZD1775,A375,2.7051275464,1
1171,5-FU,BEZ-235,A375,3.2905479611,1
1172,5-FU,DASATINIB,A375,2.6836891586,1
1173,5-FU,L778123,A375,7.6329436579,1
1174,5-FU,LAPATINIB,A375,7.497787303,1
1175,5-FU,ABT-888,A375,-1.1985054379,2
1176,5-FU,BORTEZOMIB,A375,-2.4053347825,2
1177,5-FU,MK-2206,A375,1.4627542044,2
1178,5-FU,MK-5108,A375,8.9984383656,2
1179,5-FU,SORAFENIB,A375,1.3124466837,2
1180,5-FU,ZOLINZA,A375,0.369467134,2
1181,5-FU,ERLOTINIB,A375,13.9643924282,3
1182,5-FU,MK-4827,A375,-2.1913568907,3
1183,5-FU,SUNITINIB,A375,7.3510485969,3
1184,5-FU,GELDANAMYCIN,A375,7.160975098,4
1185,5-FU,MK-8776,A375,22.097336411649998,4
1186,ABT-888,SN-38,A375,29.4591595834,0
1187,ABT-888,MK-8669,A375,0.8770548696,1
1188,ABT-888,SORAFENIB,A375,16.6695455553,1
1189,ABT-888,TOPOTECAN,A375,-30.0524213249,1
1190,ABT-888,BEZ-235,A375,26.7770275075,3
1191,ABT-888,GELDANAMYCIN,A375,11.6800392663,3
1192,ABT-888,DINACICLIB,A375,3.9088070939,4
1193,ABT-888,MK-8776,A375,1.3946229303,4
1195,AZD1775,DINACICLIB,A375,7.0115549701,0
1196,AZD1775,MK-5108,A375,2.5989300632,0
1197,AZD1775,SN-38,A375,8.0208771168,0
1198,AZD1775,GELDANAMYCIN,A375,18.7418812737,1
1199,AZD1775,MK-4827,A375,20.4302460065,1
1201,AZD1775,SORAFENIB,A375,4.731100223,1
1202,AZD1775,ABT-888,A375,8.0237136443,2
1203,AZD1775,BORTEZOMIB,A375,1.6027815021,2
1204,AZD1775,ERLOTINIB,A375,16.1811406649,3
1205,AZD1775,LAPATINIB,A375,21.2157935957,3
1206,AZD1775,TOPOTECAN,A375,-3.3861477696,3
1207,AZD1775,DASATINIB,A375,63.34866372155,3
1208,AZD1775,MK-8776,A375,66.9685844804,3
1209,AZD1775,MK-2206,A375,22.7261358007,4
1210,AZD1775,MK-8669,A375,42.600219132,4
1211,AZD1775,PD325901,A375,14.7480840053,4
1212,AZD1775,BEZ-235,A375,51.63655766745,4
1213,BEZ-235,DINACICLIB,A375,10.5437612034,0
1214,BEZ-235,SORAFENIB,A375,7.8115728814,1
1215,BEZ-235,MK-8776,A375,84.8779640882,2
1217,BEZ-235,SN-38,A375,29.911500993,4
1218,BORTEZOMIB,DINACICLIB,A375,-9.0217212589,1
1219,BORTEZOMIB,MK-8669,A375,-23.3265933204,1
1220,BORTEZOMIB,SORAFENIB,A375,-1.5107916969,1
1221,BORTEZOMIB,ABT-888,A375,15.1176727982,2
1222,BORTEZOMIB,BEZ-235,A375,20.4976857403,2
1223,BORTEZOMIB,DASATINIB,A375,24.4102754975,2
1225,BORTEZOMIB,SN-38,A375,26.7547880905,2
1226,BORTEZOMIB,MK-8776,A375,0.1942286447,3
1227,BORTEZOMIB,TOPOTECAN,A375,-52.7833151416,3
1228,BORTEZOMIB,GELDANAMYCIN,A375,9.4534861944,4
1249,CYCLOPHOSPHAMIDE,ABT-888,A375,1.0742758099,0
1250,CYCLOPHOSPHAMIDE,AZD1775,A375,1.947286108,0
1251,CYCLOPHOSPHAMIDE,BORTEZOMIB,A375,28.5770741544,0
1252,CYCLOPHOSPHAMIDE,ERLOTINIB,A375,-4.2310484029,0
1253,CYCLOPHOSPHAMIDE,GELDANAMYCIN,A375,-8.5901180034,0
1254,CYCLOPHOSPHAMIDE,PD325901,A375,-2.1504430519,0
1255,CYCLOPHOSPHAMIDE,BEZ-235,A375,12.8445701548,1
1256,CYCLOPHOSPHAMIDE,DASATINIB,A375,-7.039252513,1
1257,CYCLOPHOSPHAMIDE,DINACICLIB,A375,10.3527619354,1
1258,CYCLOPHOSPHAMIDE,SORAFENIB,A375,13.8384781756,1
1259,CYCLOPHOSPHAMIDE,MK-8669,A375,17.9412143209,2
1260,CYCLOPHOSPHAMIDE,SUNITINIB,A375,8.3621193843,2
1261,CYCLOPHOSPHAMIDE,L778123,A375,9.2078595148,3
